customer_type,customerid,first_purchase_date,locationid,name,zipcode
B2C,484,2020-12-18,24,Boyer-Walker,22006
B2B,485,2021-03-27,25,Miles-Smith,98842
B2C,486,2020-04-28,26,"Wang, Riley and Hansen",58925
B2C,487,2023-07-15,27,"Ware, Reynolds and Williams",00525
B2B,488,2021-05-08,28,"Copeland, Armstrong and Valdez",31225
B2C,489,2025-04-07,29,Watson-West,34794
B2B,490,2021-03-15,30,Morgan-Brown,69853
B2B,491,2022-12-24,31,Ross Group,02704
B2B,492,2024-01-31,32,Smith and Sons,60578
B2C,493,2023-12-15,33,Zhang Ltd,04757
B2C,494,2021-02-06,34,Wheeler-Schwartz,08265
B2C,495,2023-05-25,35,Williams Ltd,39481
B2B,496,2025-01-10,36,"Mckenzie, Cohen and Gardner",72017
B2C,497,2023-05-08,37,Gilbert-Singleton,63754
B2C,498,2021-01-06,38,Howell-Cervantes,47750
B2C,499,2020-10-16,39,"Burns, Wood and Mcguire",30612
B2B,500,2022-11-18,40,Nixon-Middleton,49714
B2C,501,2022-08-18,41,Hays Inc,87775
B2B,502,2021-11-12,42,"Young, Wheeler and Ruiz",15453
B2C,503,2021-10-08,43,null,27227
B2C,504,2024-12-12,44,Holland-Snyder,75309
B2C,505,2020-12-12,45,"Crane, Burgess and Eaton",75166
B2B,506,2020-05-04,46,"Rowe, Duarte and Villa",96777
B2B,507,2022-10-17,1,"Smith, Stephens and Allen",66168
B2B,508,2024-04-27,2,"Beard, Gilbert and Alvarez",85727
B2B,509,2021-08-18,3,Moore LLC,48070
B2C,510,2022-07-30,4,"Boyd, Gonzales and Davis",19038
B2C,511,2024-08-17,5,Kane-Davis,14276
B2C,512,2021-01-30,6,Duran-Allen,97001
B2C,513,2023-12-30,7,Schmidt Group,68313
B2B,514,2020-10-11,8,"Huffman, Perez and Davenport",17530
B2C,515,2024-11-26,9,Lewis Ltd,58057
B2B,516,2021-06-27,10,Murray Group,21823
B2C,517,2024-07-06,11,"Smith, Lloyd and Kim",06394
B2C,518,2023-11-15,12,"Ramirez, Goodwin and Rodriguez",69496
B2B,519,2024-06-12,13,Mclean-Michael,92097
B2B,520,2024-03-01,14,Calhoun Inc,57185
B2B,521,2025-02-15,15,Henry Inc,37915
B2C,522,2023-11-26,16,Hull-Walker,89509
B2C,523,2022-10-16,17,"Flowers, Foster and Jackson",47951
B2B,524,2022-08-22,18,"Davis, Hart and Bartlett",61522
B2B,525,2021-09-06,19,Long Group,06156
B2B,526,2020-08-25,20,Bolton-Gallegos,02811
B2B,527,2021-07-01,21,null,29222
B2C,528,2020-08-31,22,Dean and Sons,74861
B2B,529,2022-06-20,23,Williams-Mendoza,04434
B2B,530,2021-01-18,24,Arellano Group,22186
B2B,531,2025-04-01,25,Hill Group,97900
B2B,532,2022-03-27,26,Lee-Daniel,30037
B2B,533,2020-06-26,27,Ortiz Ltd,67781
B2B,534,2023-05-18,28,Hill-Mccoy,31355
B2B,535,2022-07-25,29,Johnson-Boone,71382
B2C,536,2021-07-07,30,Jackson Group,17648
B2C,537,2023-03-30,31,"Peterson, Scott and Park",83076
B2B,538,2022-01-11,32,Warren Group,76080
B2B,539,2024-02-19,33,"Knight, Warren and Taylor",94865
B2C,540,2024-12-03,34,Collins-Mcgee,42303
B2B,541,2022-12-07,35,"Galloway, Chapman and Horne",68483
B2C,542,2024-11-09,36,"Davies, Burton and Gamble",59155
B2B,543,2020-11-29,37,Baxter-Riddle,24489
B2C,544,2021-09-03,38,"Jacobs, Shaw and Davis",93000
B2B,545,2021-03-13,39,Gillespie Group,80003
B2C,546,2021-10-10,40,Lawson PLC,57005
B2B,547,2025-04-16,41,Young PLC,15164
B2B,548,2022-06-21,42,"Thomas, Young and Blackburn",44831
B2C,549,2020-05-12,43,"Huff, Steele and Hudson",83658
B2C,550,2022-02-23,44,"Wilson, Garcia and Huff",83949
B2C,551,2023-07-31,45,Bender-Stevenson,62106
B2B,552,2020-07-03,46,Fox and Sons,98582
B2B,553,2021-09-28,1,Cameron-Powers,80483
B2B,554,2022-02-27,2,Mcgee PLC,98317
B2B,555,2022-06-13,3,"Porter, Smith and Kennedy",83091
B2B,556,2020-11-02,4,"Brown, Martin and Golden",74236
B2B,557,2021-07-24,5,Roth Ltd,29903
B2C,558,2021-02-17,6,Garcia-Smith,45060
B2C,559,2022-11-05,7,Nunez Ltd,19752
B2B,560,2021-11-11,8,Small-Gillespie,96033
B2C,561,2020-06-05,9,Johnson LLC,02564
B2C,562,2021-02-15,10,"Perez, Wilson and Delacruz",51006
B2C,563,2023-06-02,11,Warner LLC,93918
B2B,564,2021-06-07,12,Meadows-Calderon,49802
B2B,565,2021-07-02,13,Mccoy Group,02076
B2B,566,2023-09-03,14,Hill Group,83911
B2B,567,2024-07-09,15,Acosta-Peterson,44257
B2B,568,2024-02-07,16,Young-Barrett,79200
B2C,569,2022-05-21,17,Barrett-Bridges,36516
B2C,570,2023-12-18,18,Tanner-Hughes,60880
B2C,571,2020-11-23,19,Henderson Ltd,28600
B2C,572,2023-04-22,20,"Stewart, Freeman and Clark",53864
B2B,573,2022-03-13,21,"Silva, Mcdaniel and Stewart",26701
B2B,574,2025-03-22,22,"Jimenez, Lee and Watson",14508
B2B,575,2024-07-22,23,"Sharp, Byrd and Edwards",90154
B2C,576,2023-05-06,24,Wagner-Murphy,INVALID_52746
B2B,577,2021-12-09,25,Cooper Ltd,63629
B2C,578,2023-01-03,26,"Allen, Brooks and Casey",22808
B2B,579,2024-02-03,27,"Salazar, Aguilar and Barber",05925
B2B,580,2020-10-26,28,Dyer-Reynolds,80866
B2B,581,2020-07-08,29,Robinson Inc,79006
B2B,582,2024-02-16,30,Mitchell-Drake,40381
B2C,583,2023-06-03,31,Smith PLC,84523
B2C,584,2022-03-17,32,Cannon-Ross,03687
B2C,585,2022-12-24,33,"Porter, Gordon and Hawkins",86716
B2B,586,2025-04-16,34,Saunders Group,77377
B2C,587,2021-01-11,35,Johnson and Sons,56732
B2B,588,2022-10-20,36,Davila PLC,64056
B2C,589,2021-11-20,37,"Sutton, Bruce and Castillo",45052
B2C,590,2024-08-23,38,Pham-Hanson,33020
B2C,591,2023-11-13,39,null,30160
B2B,592,2023-09-05,40,Sanchez-Torres,23364
B2C,593,2021-07-20,41,"Gentry, Mcdonald and Johnston",67829
B2B,594,2021-05-30,42,"Pratt, Frye and Powers",26320
B2B,595,2023-07-31,43,Rodriguez-Brady,61897
B2B,596,2024-10-27,44,Snyder PLC,36079
B2C,597,2020-10-16,45,Roberts Group,20421
B2B,598,2020-10-10,46,"Blanchard, Ball and Nelson",68122
B2C,599,2024-06-11,1,Brown PLC,69184
B2B,600,2021-02-14,2,"Cain, Johnson and Sanchez",90608
B2B,601,2022-06-02,3,"Richardson, Blake and Jones",67538
B2B,602,2024-08-30,4,Banks-Diaz,39846
B2B,603,2023-09-26,5,Haynes-Bradley,47980
B2C,604,2022-11-05,6,"Thompson, Liu and Morris",38533
B2C,605,2020-08-21,7,Haynes-Navarro,03895
B2B,606,2024-07-01,8,null,25606
B2C,607,2024-06-01,9,Leonard-Washington,93856
B2B,608,2023-05-09,10,"Rivera, Bray and Lopez",91090
B2B,609,2022-10-29,11,Watson PLC,INVALID_43467
B2B,610,2024-01-22,12,Freeman-Hill,59955
B2B,611,2021-10-17,13,Evans and Sons,83809
B2B,612,2022-08-12,14,"Reid, Roberts and Lopez",64956
B2C,613,2022-02-03,15,"Carrillo, Mendoza and Haynes",01232
B2B,614,2022-08-15,16,Harris-Smith,87662
B2B,615,2021-05-05,17,Wade Inc,37873
B2C,616,2024-10-25,18,Jordan PLC,22828
B2C,617,2025-04-11,19,"Wright, Schultz and Leonard",87075
B2B,618,2023-01-20,20,Sandoval-Rogers,42397
B2C,619,2022-06-18,21,Peterson-Reeves,88654
B2C,620,2024-12-04,22,"Lee, Mayer and Schneider",57472
B2C,621,2023-01-09,23,"Perez, Willis and Jimenez",14956
B2C,622,2023-09-10,24,"Moore, Robertson and Gonzalez",68741
B2B,623,2022-07-30,25,Anderson-Rowe,34805
B2B,624,2021-10-20,26,Townsend Group,83958
B2B,625,2020-08-14,27,Heath-Gomez,81037
B2C,626,2023-09-13,28,"Melendez, Mcdaniel and Williams",84359
B2B,627,2021-12-12,29,Owens Inc,92626
B2B,628,2022-04-07,30,Calhoun-Tucker,05816
B2B,629,2024-02-29,31,"Parrish, Collins and Miller",08438
B2B,630,2024-03-09,32,Peters LLC,35043
B2C,631,2025-03-31,33,Mack-Marquez,34358
B2B,632,2020-12-09,34,Lee Ltd,81097
B2B,633,2023-10-26,35,Davis-Ruiz,45665
B2C,634,2023-11-30,36,Gomez Ltd,08093
B2C,635,2021-03-19,37,Guzman LLC,24535
B2B,636,2022-01-27,38,"Smith, Perry and Huffman",73077
B2B,637,2022-01-23,39,"Perez, Jones and Ross",91403
B2B,638,2023-04-20,40,Andrade-Lewis,38402
B2B,639,2021-10-03,41,Torres-Walsh,41882
B2C,640,2024-11-05,42,Johnson LLC,48478
B2B,641,2022-09-06,43,Robinson LLC,61221
B2C,642,2024-06-29,44,"Miller, Thomas and Guerra",22608
B2B,643,2022-01-16,45,Golden and Sons,24421
B2C,644,2022-03-29,46,null,33708
B2B,645,2023-03-03,1,Alvarez Ltd,32151
B2C,646,2022-08-27,2,"Cunningham, Vaughn and Simmons",01206
B2C,647,2022-10-19,3,Palmer-Anderson,69253
B2C,648,2021-07-16,4,Young PLC,86974
B2B,649,2024-05-20,5,null,97175
B2B,650,2021-03-30,6,Smith-Lynn,32999
B2B,651,2023-09-08,7,Ali Ltd,95660
B2B,652,2020-06-11,8,Cunningham LLC,27931
B2C,653,2023-06-11,9,Smith Ltd,01598
B2C,654,2022-01-13,10,Anderson-Johnson,71613
B2B,655,2023-07-16,11,"Gross, Lewis and Brown",70420
B2B,656,2020-10-03,12,Thompson-Johnson,90352
B2C,657,2024-12-03,13,"Butler, Sullivan and Sparks",35406
B2C,658,2023-06-24,14,Deleon PLC,37464
B2B,659,2023-01-29,15,Taylor Ltd,01974
B2C,660,2022-09-16,16,Lopez Ltd,32666
B2C,661,2020-07-31,17,Keith LLC,45232
B2B,662,2021-09-30,18,"Gonzales, Miller and Daugherty",20545
B2B,663,2022-05-09,19,"Conrad, Monroe and Charles",42787
B2B,664,2023-08-06,20,Tapia Inc,96894
B2B,665,2023-11-22,21,"Cooper, Pearson and Wood",54922
B2C,666,2020-11-20,22,Kennedy LLC,19969
B2C,667,2023-02-28,23,"Perry, Brewer and Thompson",10322
B2B,668,2025-03-18,24,null,01813
B2B,669,2024-09-28,25,Parker Inc,41186
B2B,670,2024-01-02,26,"Li, Rogers and Lee",INVALID_82839
B2C,671,2023-08-19,27,Melton Inc,43823
B2B,672,2021-10-05,28,Miller-King,16698
B2B,673,2022-07-01,29,"Williamson, Diaz and Murphy",60687
B2C,674,2021-06-27,30,Johnson-Holmes,57849
B2B,675,2024-02-20,31,Ferguson-Santana,24362
B2C,676,2022-03-01,32,Hall Ltd,07552
B2B,677,2025-03-20,33,Riley-Myers,41039
B2B,678,2020-11-11,34,Blake-Murphy,25814
B2B,679,2024-07-10,35,Evans PLC,74771
B2B,680,2024-01-31,36,"Brown, Brown and Richards",39735
B2C,681,2023-04-18,37,"Johnson, Nelson and Terry",57018
B2C,682,2021-03-30,38,Brown-Faulkner,83094
B2C,683,2023-08-24,39,Cooke LLC,57313
B2B,684,2024-01-23,40,Chan-Moreno,29869
B2C,685,2021-09-17,41,Clark-Kelly,41638
B2B,686,2025-03-04,42,Smith Ltd,11839
B2C,687,2021-03-05,43,James Inc,56131
B2C,688,2022-11-17,44,Carson-Moran,59925
B2B,689,2025-02-19,45,Baker-Ortiz,04157
B2C,690,2024-10-05,46,Ramsey-Smith,45045
B2B,691,2023-10-04,1,Adams-Perez,56835
B2C,692,2022-11-05,2,Moore and Sons,22922
B2B,693,2021-11-01,3,Cobb-Mayo,44735
B2B,694,2023-12-15,4,"Evans, James and Cochran",58542
B2B,695,2022-07-25,5,Mays Ltd,11022
B2B,696,2023-04-01,6,Mejia-Knight,37599
B2C,697,2023-07-30,7,Graham-Brown,02385
B2B,698,2023-10-15,8,"Alvarado, Scott and Salazar",60543
B2B,699,2021-06-25,9,Baldwin-Salazar,48012
B2B,700,2022-10-16,10,Dixon-Graham,03969
B2B,701,2024-05-31,11,"Wilson, Walton and Holloway",42362
B2B,702,2022-01-13,12,Garcia-Burton,95175
B2B,703,2023-02-24,13,Lambert-Vargas,88212
B2C,704,2023-11-09,14,Reeves-Frank,04954
B2C,705,2023-12-15,15,Chambers-Guerrero,23319
B2B,706,2021-09-29,16,Johnson-Nunez,64150
B2B,707,2021-02-09,17,Bullock-Lee,72927
B2B,708,2020-07-07,18,"Harrison, Ferguson and Meyer",85272
B2C,709,2022-04-13,19,Williams Inc,10472
B2C,710,2024-12-22,20,Gomez Group,36338
B2B,711,2021-01-14,21,"Grant, Rodriguez and Stuart",73415
B2B,712,2021-10-20,22,Williams-Allen,99731
B2B,713,2022-04-27,23,Arias-Green,64199
B2C,714,2022-08-25,24,Smith Inc,53587
B2C,715,2024-09-17,25,"Gibson, Knapp and Fernandez",16141
B2B,716,2021-09-03,26,Gill PLC,95990
B2C,717,2022-05-13,27,"Tyler, Thomas and Jackson",55520
B2B,718,2021-12-21,28,Jordan PLC,64457
B2B,719,2023-04-09,29,Pena-Maxwell,79191
B2B,720,2021-10-03,30,Martinez-Ferguson,68557
B2B,721,2021-04-22,31,"Black, Kemp and Sanchez",11730
B2C,722,2023-06-17,32,Cowan-Bean,13428
B2B,723,2024-04-14,33,Sims Group,54122
B2B,724,2024-07-04,34,"Kirby, Shepherd and Humphrey",17834
B2B,725,2020-08-27,35,Smith PLC,04448
B2B,726,2025-02-06,36,"Bernard, Figueroa and Parker",05019
B2B,727,2022-09-28,37,Rogers-Gilbert,49698
B2B,728,2020-10-28,38,"Noble, Smith and Riley",51413
B2B,729,2023-10-15,39,Li Group,64908
B2B,730,2020-12-06,40,Hill-Webster,34098
B2C,731,2024-12-24,41,Bates PLC,18494
B2C,732,2023-05-21,42,"Woodward, Brown and Moore",40500
B2B,733,2021-05-28,43,Harvey Inc,93048
B2C,734,2023-04-11,44,"Harrington, George and Williams",46627
B2B,735,2020-05-26,45,"Lee, Gonzales and Stewart",03827
B2B,736,2022-08-21,46,"Anderson, Hernandez and Wright",43306
B2B,737,2022-05-25,1,White-Bennett,76183
B2B,738,2023-09-12,2,"Boyd, Rivera and Curtis",78416
B2C,739,2022-10-09,3,"Schaefer, Vazquez and Tran",13845
B2B,740,2024-07-28,4,Odonnell-Johnson,80654
B2C,741,2023-02-05,5,"Goodwin, Johnston and Santos",30451
B2B,742,2021-07-04,6,"Brown, Aguirre and Thomas",94762
B2C,743,2024-11-25,7,Grant-Case,INVALID_13931
B2B,744,2024-11-06,8,Jackson-Jordan,17487
B2C,745,2021-01-20,9,"Alvarez, Diaz and Kemp",15419
B2B,746,2021-05-21,10,Gibson Inc,88778
B2B,747,2022-10-05,11,"Ballard, Johnson and Orozco",21268
B2B,748,2024-12-16,12,"Campbell, Rollins and Stokes",81089
B2B,749,2022-07-31,13,Clark-Lee,15924
B2C,750,2022-10-05,14,Payne Group,48315
B2B,751,2022-03-05,15,"Jensen, Johnson and Thomas",91384
B2C,752,2021-06-25,16,Tate PLC,INVALID_37605
B2C,753,2021-05-07,17,"Hamilton, Lewis and Arroyo",32827
B2C,754,2022-09-06,18,Larson-Madden,69704
B2C,755,2022-03-26,19,Yang and Sons,63748
B2C,756,2024-09-14,20,Perez-Vargas,07896
B2C,757,2025-04-02,21,"Perez, Glenn and Short",19387
B2B,758,2023-09-28,22,Jones-Smith,39957
B2B,759,2023-08-29,23,Stephens-Hoffman,51768
B2C,760,2023-05-07,24,Clark Group,53429
B2C,761,2023-05-20,25,Robinson-Malone,26091
B2B,762,2024-02-29,26,Doyle LLC,68461
B2B,763,2025-01-01,27,"Gregory, Arnold and Wilson",31234
B2C,764,2021-05-07,28,Ellis Ltd,73980
B2C,765,2022-05-11,29,"Houston, Dennis and Johnson",66509
B2C,766,2022-06-27,30,"Bates, Dean and Spencer",81300
B2B,767,2020-05-11,31,Brooks and Sons,70071
B2C,768,2021-09-28,32,"Hunter, Stephenson and Johnson",91723
B2C,769,2022-09-08,33,Hernandez PLC,69659
B2C,770,2022-12-30,34,Hill-Beltran,15539
B2C,771,2024-01-11,35,Lopez Inc,03482
B2B,772,2020-10-06,36,Roberts Group,13481
B2C,773,2021-08-17,37,"Bell, Li and Lawrence",39643
B2B,774,2021-12-09,38,Keller-Johnson,20176
B2B,775,2024-12-31,39,Martin-Brooks,00888
B2C,776,2023-07-29,40,Fox and Sons,88914
B2B,777,2023-09-27,41,Lindsey LLC,48508
B2B,778,2024-10-25,42,"Miles, Lambert and Jimenez",INVALID_20717
B2B,779,2022-12-08,43,Mueller Ltd,20012
B2B,780,2021-10-10,44,Smith and Sons,87508
B2B,781,2025-04-09,45,Mendoza-Hensley,04104
B2C,782,2024-06-14,46,Fernandez LLC,09094
B2C,783,2021-11-16,1,Carr PLC,72653
B2B,784,2021-08-21,2,"Costa, Baker and Phillips",INVALID_31522
B2B,785,2020-05-16,3,"Hunt, Stewart and Ingram",81390
B2C,786,2021-06-06,4,"Patel, Vega and Riley",31311
B2C,787,2024-03-12,5,"Santiago, Wilson and Park",INVALID_41031
B2B,788,2022-11-16,6,"Hayes, Miller and Mays",55849
B2B,789,2021-03-21,7,Williams-Park,02057
B2C,790,2024-06-15,8,"Mason, Jackson and Sanchez",94986
B2C,791,2020-10-03,9,Watson-Martin,31699
B2C,792,2020-10-14,10,"Williams, Martin and Levy",INVALID_96326
B2C,793,2021-11-19,11,Chavez and Sons,83943
B2C,794,2025-01-31,12,Green LLC,04370
B2B,795,2023-10-14,13,Tran and Sons,06633
B2B,796,2024-04-23,14,Lawrence Inc,07518
B2C,797,2020-08-02,15,"Carson, Henry and Crawford",62465
B2C,798,2023-09-21,16,"Walker, Scott and Wilkerson",50860
B2C,799,2020-05-18,17,Petersen-Petersen,44798
B2B,800,2024-04-14,18,Stephens-Young,24118
B2B,801,2024-05-07,19,"Smith, Taylor and Matthews",52148
B2C,802,2020-11-21,20,Hall Ltd,54231
B2C,803,2023-01-23,21,Vargas and Sons,99117
B2B,804,2021-12-02,22,Gray-Mills,07549
B2B,805,2020-04-30,23,Martinez-Sutton,37318
B2C,806,2022-02-08,24,Carlson-Holland,66644
B2B,807,2023-09-22,25,Murphy Inc,76415
B2B,808,2021-08-17,26,"Cochran, Clarke and Martinez",61453
B2C,809,2022-06-15,27,Humphrey and Sons,70724
B2C,810,2024-07-03,28,"Ortiz, Simmons and Smith",41921
B2C,811,2023-04-02,29,"Hatfield, Campbell and Wise",INVALID_67771
B2C,812,2020-11-15,30,"Bowers, Scott and Olson",19623
B2C,813,2023-12-09,31,Wallace Inc,27564
B2C,814,2022-12-29,32,Morales PLC,13736
B2C,815,2021-01-10,33,"Rios, Salazar and Klein",69690
B2B,816,2022-03-23,34,Yates Inc,74221
B2C,817,2025-02-15,35,"Clark, Ford and Marquez",10178
B2C,818,2021-02-24,36,Stuart-Cunningham,11517
B2B,819,2025-01-08,37,Jackson-Leblanc,28446
B2B,820,2021-12-14,38,"Hammond, Lee and Hernandez",55026
B2C,821,2020-10-25,39,Quinn-Hernandez,22814
B2B,822,2022-08-01,40,Rodriguez Ltd,94245
B2C,823,2020-10-23,41,Scott Inc,93740
B2C,824,2024-07-01,42,"Johnson, Ellis and Smith",58220
B2B,825,2025-04-18,43,Coleman and Sons,43483
B2B,826,2020-06-26,44,"Wong, Williams and Briggs",53144
B2C,827,2021-11-28,45,Brooks Group,24880
B2B,828,2021-08-24,46,"Powell, Dunn and Brewer",53988
B2B,829,2024-03-13,1,"Carney, Stone and Turner",23270
B2C,830,2021-04-22,2,"Barnes, Mccullough and Brown",43847
B2C,831,2022-02-26,3,Jones-Rodriguez,15988
B2C,832,2024-10-05,4,Wright Group,55862
B2B,833,2023-07-25,5,"Phillips, Thomas and Pitts",99228
B2C,834,2021-02-07,6,Wood Ltd,89184
B2C,835,2022-10-02,7,Walker-Hoffman,41243
B2C,836,2021-03-29,8,Mckenzie PLC,32228
B2C,837,2021-05-07,9,"Rose, Kent and Mcdaniel",69326
B2B,838,2023-02-24,10,Rhodes LLC,10790
B2B,839,2025-04-11,11,Ball Group,96260
B2B,840,2021-05-21,12,"Chavez, Lowe and Castillo",INVALID_13953
B2B,841,2020-08-14,13,"Montes, Rodriguez and Robinson",52110
B2B,842,2022-11-01,14,"Jones, Becker and Spears",INVALID_94299
B2B,843,2024-09-26,15,Hall Ltd,13382
B2C,844,2020-09-08,16,"Moore, Snyder and Ball",57644
B2C,845,2020-10-21,17,"Johnson, Delgado and Cantrell",93536
B2B,846,2020-08-08,18,"Johnson, Wong and Keith",72223
B2B,847,2024-06-24,19,Franco Group,74616
B2C,848,2020-07-21,20,Mays-Nelson,74434
B2B,849,2022-11-22,21,Barnes and Sons,34154
B2B,850,2024-10-04,22,"Potter, Barrett and Anderson",07117
B2B,851,2023-11-25,23,"Nolan, Charles and Olson",10558
B2C,852,2020-06-21,24,"Oliver, Pena and Johnson",18502
B2B,853,2023-10-22,25,null,54038
B2C,854,2025-03-15,26,Ross-Sanders,05082
B2C,855,2023-09-06,27,Bates-George,25943
B2B,856,2020-07-13,28,"Hernandez, Allen and Soto",10989
B2C,857,2023-05-12,29,"Richards, Patterson and Simmons",66815
B2B,858,2024-04-20,30,"Burns, Black and Wilson",89952
B2C,859,2022-05-23,31,"Cole, Berg and Young",39518
B2B,860,2023-06-17,32,"Smith, Gordon and Rogers",96703
B2B,861,2022-05-01,33,"Austin, Salazar and Vega",23319
B2C,862,2024-01-02,34,"Williams, Simpson and Young",20154
B2B,863,2020-11-02,35,"Hampton, Allen and Morton",81838
B2C,864,2023-03-28,36,Bailey-Davidson,92634
B2B,865,2020-05-11,37,Clark Inc,92801
B2C,866,2021-08-18,38,"Ross, Booth and Lewis",07437
B2C,867,2024-12-31,39,Charles-Webb,12043
B2C,868,2025-04-10,40,Williamson and Sons,94079
B2C,869,2022-04-10,41,Hammond-Stout,22575
B2C,870,2021-04-10,42,Harvey Group,38386
B2C,871,2021-08-11,43,"Edwards, Petersen and Cannon",36455
B2B,872,2022-04-17,44,null,48756
B2C,873,2021-02-19,45,null,62396
B2C,874,2023-05-12,46,Rodriguez-Anderson,07470
B2C,875,2023-01-17,1,Pearson-Ruiz,68112
B2C,876,2020-06-07,2,Macdonald and Sons,82934
B2B,877,2022-08-27,3,"Arroyo, Watkins and Gomez",73370
B2B,878,2022-10-22,4,Vaughn Ltd,36779
B2B,879,2020-12-01,5,Wood-Little,06880
B2C,880,2022-03-19,6,Carson-Rich,72779
B2C,881,2023-11-20,7,"Hernandez, Burton and Spencer",INVALID_21271
B2B,882,2022-11-25,8,"Carlson, Bell and Bolton",99277
B2C,883,2023-10-11,9,"Morris, Mann and Grant",52034
B2C,884,2021-06-11,10,Davis and Sons,47785
B2B,885,2024-08-11,11,Pearson Inc,39295
B2B,886,2022-05-21,12,"Clark, Smith and Kline",81751
B2C,887,2023-12-21,13,Bradley Inc,33620
B2C,888,2021-04-14,14,Pham-Armstrong,INVALID_39432
B2C,889,2022-06-29,15,Phillips Inc,70591
B2C,890,2020-05-08,16,Cobb Ltd,15888
B2C,891,2024-12-26,17,"Lopez, Jackson and Mcguire",07670
B2C,892,2024-06-15,18,Bennett LLC,80125
B2C,893,2020-07-01,19,"Smith, Ramirez and Johnson",78810
B2B,894,2021-11-26,20,Watson-Walker,50902
B2B,895,2020-05-05,21,"Moyer, Gonzalez and Klein",21714
B2C,896,2024-07-11,22,Mckenzie-Young,07078
B2B,897,2020-06-06,23,Tucker-Ward,53285
B2C,898,2023-04-19,24,Martin-Manning,65825
B2B,899,2024-07-31,25,West LLC,96587
B2B,900,2023-06-11,26,Jackson-Miller,78838
B2C,901,2021-05-10,27,Wagner and Sons,01984
B2C,902,2021-03-20,28,Taylor-Lee,51817
B2B,903,2022-11-15,29,Watson Group,46294
B2B,904,2021-07-21,30,Wright Ltd,63039
B2B,905,2021-04-27,31,Williams and Sons,30990
B2B,906,2023-05-21,32,null,22344
B2C,907,2020-11-27,33,Meyer-Washington,01460
B2B,908,2020-06-08,34,Wolfe-Bishop,38523
B2B,909,2023-04-17,35,Moore-Randall,40087
B2B,910,2020-07-21,36,"Warren, Jacobson and Martin",13231
B2B,911,2021-12-14,37,Reyes-Webb,60156
B2C,912,2022-11-09,38,"Henry, Wilson and Swanson",74468
B2B,913,2020-11-29,39,Thompson LLC,56687
B2C,914,2025-02-07,40,Rivera-Gray,14994
B2B,915,2023-10-25,41,"Hernandez, Carter and Ferrell",28957
B2B,916,2020-09-24,42,Wallace PLC,93319
B2B,917,2023-04-24,43,Nolan and Sons,69819
B2B,918,2024-04-05,44,Smith-Lewis,75769
B2B,919,2021-01-26,45,Gomez LLC,55955
B2C,920,2021-08-13,46,Simmons and Sons,98320
B2B,921,2020-08-25,1,Parker Ltd,66844
B2B,922,2021-01-21,2,"Romero, Reynolds and Williams",44908
B2C,923,2024-11-07,3,Clark-Morse,54531
B2B,924,2023-04-22,4,Lewis LLC,24358
B2B,925,2023-07-14,5,Smith-Welch,INVALID_27875
B2C,926,2024-12-28,6,"Berry, Hamilton and Thompson",21303
B2B,927,2022-04-12,7,"Jones, Moore and Turner",79346
B2C,928,2022-10-26,8,Thompson Inc,13353
B2C,929,2020-07-09,9,Clayton Inc,73989
B2C,930,2024-09-18,10,"Reyes, Burton and Huffman",72261
B2C,931,2022-07-06,11,"Floyd, Torres and Ellis",53192
B2C,932,2024-08-02,12,Huff-Johnson,85913
B2C,933,2022-03-04,13,"Rush, Miller and King",10583
B2C,934,2023-01-25,14,"Welch, Perez and Cuevas",77063
B2C,935,2022-02-16,15,Burke Inc,17503
B2B,936,2021-10-27,16,Rhodes-Blake,42259
B2C,937,2021-09-25,17,Newton Ltd,76367
B2C,938,2023-06-27,18,"Jones, King and Martinez",30003
B2C,939,2020-09-19,19,"Dominguez, Matthews and Moore",88241
B2B,940,2023-10-04,20,Torres-Rogers,13520
B2C,941,2020-11-07,21,"Stone, Johnson and Evans",32458
B2C,942,2022-02-13,22,Hughes and Sons,98733
B2B,943,2025-04-08,23,Stanton-Moon,58606
B2B,944,2022-03-30,24,"Hart, Pineda and Tucker",73986
B2C,945,2020-08-16,25,Diaz-Deleon,76964
B2C,946,2021-11-26,26,"Rodriguez, Jones and Buckley",62329
B2C,947,2022-01-21,27,Woods PLC,24546
B2B,948,2024-02-03,28,"Blanchard, Gonzalez and Foster",INVALID_51603
B2B,949,2021-09-13,29,"Wilson, Gray and Stevens",31458
B2B,950,2022-05-24,30,Shaffer-Mcneil,20318
B2C,951,2021-07-12,31,Briggs-Bass,23305
B2B,952,2021-12-02,32,Thompson PLC,30576
B2B,953,2021-05-11,33,Davis LLC,64467
B2B,954,2023-01-02,34,"Smith, Tucker and Jordan",12600
B2C,955,2022-07-10,35,Cooper-Vargas,51604
B2B,956,2023-03-08,36,"Thomas, Mendez and Chambers",97521
B2C,957,2022-12-17,37,"Bailey, Browning and Moore",10669
B2C,958,2024-01-13,38,Cervantes-Snyder,94797
B2C,959,2022-01-07,39,Gutierrez-Coleman,19913
B2B,960,2022-01-16,40,"Lamb, Davenport and Small",56035
B2C,961,2024-12-30,41,"Norton, Parker and Mcintosh",48186
B2B,962,2023-05-20,42,Johnston PLC,84470
B2B,963,2023-07-27,43,Morris Inc,50040
B2C,964,2023-05-08,44,Wallace PLC,93905
B2B,965,2024-12-22,45,Richardson-Carroll,29951
B2C,966,2021-11-24,46,Morgan-Moreno,07027
B2C,967,2021-01-28,1,Dunn Inc,11559
